"cond" "lambda1" "lambda2" "lambda3" "alpha2" "n" "lv.est.m1" "lv.se.m1" "lv.cill" "lv.ciul" "lv.cov" "lv.cfi.est" "lv.rmsea.m1" "lv.ncp.th" "lv.pow.th" "lv.pow.cal" "anova.1.est" "anova.1.se" "anova.1.cill" "anova.1.ciul" "anova.1.cov" "anova.1.est.th" "anova.1.pow.th" "anova.1.pow.cal" "anova.2.est" "anova.2.se" "anova.2.cill" "anova.2.ciul" "anova.2.cov" "anova.2.est.th" "anova.2.pow.th" "anova.2.pow.cal" "anova.3.est" "anova.3.se" "anova.3.cill" "anova.3.ciul" "anova.3.cov" "anova.3.est.th" "anova.3.pow.th" "anova.3.pow.cal" "sanova.est" "sanova.se" "sanova.cill" "sanova.ciul" "sanova.cov" "sanova.est.th" "sanova.pow.th" "sanova.pow.cal" "manova.est" "manova.se" "manova.cill" "manova.ciul" "manova.cov" "manova.est.th" "manova.pow.th" "manova.pow.cal" "manova.wilks.th" "manova.wilks.cal" "manova.pillai.th" "manova.pillai.cal" "lv.l1.est.m1" "lv.l1.se.m1" "lv.l2.est.m1" "lv.l2.se.m1" "lv.l3.est.m1" "lv.l3.se.m1" "lv.r1.est.m1" "lv.r1.se.m1" "lv.r2.est.m1" "lv.r2.se.m1" "lv.r3.est.m1" "lv.r3.se.m1" "lv.r4.est.m1" "lv.r4.se.m1" "lv.r5.est.m1" "lv.r5.se.m1" "lv.r6.est.m1" "lv.r6.se.m1" "lv.rlv2.est.m1" "lv.rlv2.se.m1" "lv.i1.est.m1" "lv.i1.se.m1" "lv.i2.est.m1" "lv.i2.se.m1" "lv.i3.est.m1" "lv.i3.se.m1" "lv.chi.m1" "lv.iter.m1" "count.conv"
328 0.1 0.3 0.5 0.2 300 14.3080943516076 0.203476485140224 -0.221484530416314 0.576128634734963 0.736725663716814 0.928909834857899 0.0160300152550211 1.84339948054899 0.273959204073333 0.314699792960663 0.0164807351992301 0.0818235918093521 -0.1438935047471 0.17685497514556 0.941 0.02 0.0568791152870686 0.061 0.0610725016529825 0.0818405442380347 -0.0993349650535656 0.22147996835953 0.944 0.06 0.113577447531515 0.129 0.100701487262982 0.0818707443938976 -0.0597651717490568 0.261168146275022 0.954 0.1 0.231234203196447 0.229 0.0958417349271225 0.0818686268273821 -0.0646207736545465 0.256304243508791 0.955 0.0967685995026847 0.21950385115982 0.232 0.00823314934585089 0.0817866332048277 -0.152068651735611 0.168534950427313 1 0.00308138569824701 0.179212881197474 0.185 0.996928080071886 0.991872485116827 0.00307191992811373 0.00812751488317339 0.215318913072269 0.0918468999144 0.300028039582821 1.4927782419138 1.36759675546539 1.54913910775279 -1.08460772451621 0.509576340289625 -26.4179558972868 10.5935620893305 -67.8324559283644 12.3088302452138 1.52563044690027 0.851043539961099 -38.4518373744085 11.2229511153488 -76.9981033883677 8.69882173611653 -14435.029313441 3.37094018441245 0.00273334045378613 0.0433351709237342 0.00129845323570616 0.0514614054791281 0.00050743719302154 0.0539763715537815 3.83607606961115 1527.805 0.904
329 0.1 0.3 0.5 0.2 400 1.52532635592367 0.170163872173803 -0.189757832170422 0.477272289690643 0.762897914379802 0.956605122460467 0.0139563603379569 2.45581576738054 0.347421639852763 0.370526315789474 0.0172210474944716 0.0708245717671573 -0.121595113169157 0.1560372081581 0.946 0.02 0.0591917556025826 0.055 0.0615534428593431 0.0708379450080582 -0.0772889293564511 0.200395815075137 0.948 0.06 0.135467526350011 0.127 0.0998901470451856 0.0708654828340028 -0.0390061993094599 0.238786493399831 0.956 0.1 0.292406530585348 0.281 0.0961209890209986 0.0708623385851729 -0.0427691946059402 0.235011172647937 0.955 0.0967685995026847 0.276997624098655 0.268 0.00694848431006738 0.07079955992145 -0.131818653135975 0.145715621756109 1 0.00308009622112526 0.229044062040005 0.225 0.996929361640482 0.993124289416507 0.00307063835951627 0.00687571058349268 0.0893632300073905 0.0716062126075126 0.489497283579313 0.651992604353472 1.72342526907458 1.85135297430271 0.844707263031795 0.0937811289331026 -15.8868812995496 3.67954299986061 -67.6584093670907 12.7506551395209 0.955830531863833 0.158420737002392 -16.8972123839977 4.05780659980398 245.534427185917 15.4678706599341 -427.794641894644 0.845004422281692 -0.000396893869556086 0.0373822163954935 -0.00159014675957519 0.0449164365494843 0.00339817575196492 0.0472072637755208 3.84815820145005 1298.206 0.911
330 0.1 0.3 0.5 0.2 500 0.137525577957987 0.13358912980937 -0.113095066558452 0.41056469974637 0.792802617230098 0.969315216766994 0.0120098758970858 3.06823410545021 0.417590022204795 0.399791231732777 0.017701230077804 0.0633264777809161 -0.106418666372792 0.1418211265284 0.94 0.02 0.0615102979483088 0.064 0.0584871913805684 0.0633377523218083 -0.0656548031701759 0.182629185931313 0.952 0.06 0.157543085343617 0.143 0.0970930006302591 0.0633613187424248 -0.0270951841048935 0.221281185365412 0.954 0.1 0.352044449134413 0.326 0.0931528096194742 0.0633585460293941 -0.0310299405981382 0.217335559837086 0.949 0.0967685995026847 0.333335115616929 0.294 0.00586185947957448 0.0633091015961815 -0.118223979648941 0.12994769860809 1 0.00307932305274483 0.280279751906906 0.243 0.996930130068504 0.994189939973591 0.00306986993149838 0.00581006002640863 0.0790537718339808 0.064040445470325 0.557691754029136 0.324335864630731 1.40019440049698 1.53117059538772 0.985380560314297 0.064197840455003 -9.52119540597835 1.84386970034089 -41.2237137346243 9.25284068330865 0.986291316560967 0.0641491497669185 -9.31352438531692 1.69638301449267 -40.6465091514359 9.8994607708092 1.10544319437882 0.595303466138184 0.000725375305147593 0.0332189684879965 0.00117346761160854 0.0401375641374975 0.0022545889152358 0.0425490127638989 3.81137336009573 1028.293 0.917
331 0.1 0.3 0.7 0.2 25 -39371.3965775183 1.35241865936727 35.22352534334 40.5249090720995 0.670603674540682 0.693624339216202 0.0373947071672898 0.268474984197153 0.081280850495136 0.115511551155116 0.00367524478772715 0.290380244124723 -0.56547003369673 0.572820523272184 0.938 0.02 0.0505504299989091 0.066 0.0629928702150906 0.290320235318172 -0.506034791008526 0.632020531438707 0.95 0.06 0.0549669557466969 0.056 0.131357418868254 0.290406932821782 -0.437840169462438 0.700555007198945 0.96 0.14 0.0773707355055353 0.057 0.104455810552359 0.290395172637266 -0.464718727816682 0.673630348921399 0.948 0.11562943287008 0.0685874746735907 0.07 0.073423902945439 0.288848207008931 -0.492718582792065 0.639566388682943 1 0.00530202817196468 0.0647157983114418 0.061 0.994725935068881 0.934431528855689 0.00527406493112018 0.0655684711443106 1.52507329634935 0.576190731516136 -0.198728910448427 1.09068361893907 1.32882131126209 1.29501599568129 -60.8884094823095 6.90182008691732 -124.453264192903 12.1625180316801 -141.738238437775 14.8508284647974 -2.15840118042868 8.64796320195002 -66.2648717595281 11.4711745874867 -109.408995520234 13.7051783231168 2330470019628.07 22.3260733207896 0.00241696447933681 0.159948292498017 0.00223212630695939 0.169722592538741 0.00772925901953362 0.172030810315094 3.21730811759725 2145.044 0.762
332 0.1 0.3 0.7 0.2 50 -2059.55135413856 0.640419265526689 -0.725862375859478 1.78453501501633 0.673671199011125 0.768289221323709 0.028494629781011 0.526020575877606 0.112096643831511 0.13459516298633 0.01131197811895 0.202557734294369 -0.385701181098013 0.408325137335913 0.951 0.02 0.0511240184739999 0.048 0.0603597662212952 0.202589275019818 -0.336715212817547 0.457434745260137 0.954 0.06 0.0601698862465647 0.058 0.133792392878666 0.202807884190632 -0.263711060134973 0.531295845892305 0.947 0.14 0.106600380145938 0.099 0.108412002310872 0.202696968376197 -0.288874055706474 0.505698060328218 0.953 0.11562943287008 0.0883133892172592 0.074 0.0371420313998917 0.202060939887289 -0.358897410779195 0.433181473578978 1 0.00524819126055331 0.0813935734459504 0.083 0.994779208452022 0.965028000881609 0.00522079154797755 0.0349719991183908 0.60168672239997 0.49307253804067 0.899084317409792 1.20536613332732 1.57502677110698 1.77172193028255 -22.4124020976056 5.09624868322871 -100.168263335071 11.2634955025879 -122.309949089725 16.7191572016619 -92.544124148216 5.05985721123231 -192.676747595928 10.2768114028802 -571.484433572527 12.2829230104685 25369288703.3639 22.989206426314 -0.000214852806043363 0.110120055178488 0.00415459883700243 0.123881727848092 0.0137902478154494 0.125614547979694 3.2984265443775 2039.362 0.809
333 0.1 0.3 0.7 0.2 75 769.863026201882 0.428783298404915 -37.4005436859609 -35.7197440418691 0.667452830188679 0.833580871102442 0.028347890826487 0.783713477234627 0.14347610664033 0.164004259850905 0.0217427680453194 0.164696576761309 -0.301062522406846 0.344548058497485 0.94 0.02 0.0516978358855409 0.061 0.0574924841820161 0.164694477711389 -0.265308692132306 0.380293660496339 0.967 0.06 0.065400921013681 0.053 0.137603131926714 0.164890248498467 -0.185581755130282 0.460788018983711 0.943 0.14 0.136352337520951 0.134 0.113454808730159 0.164802454962904 -0.209558002997133 0.436467620457452 0.96 0.11562943287008 0.108340444124819 0.099 0.0261329521831329 0.164410612688287 -0.29611184868591 0.348377753052176 1 0.00523048776437474 0.0989760670436731 0.092 0.994796727886748 0.974921964256613 0.00520327211325279 0.0250780357433867 0.538551278631825 0.244461258970317 0.365817801124953 1.0105456994786 5.54692582179644 2.26528296305824 -13.8643632794634 1.93487625212172 -79.8661425592417 9.94023912012288 -132.103566538514 22.3749690557873 79.4999782145207 2.37344743832988 -248.787616659417 10.1979966992486 160.194392337643 21.2987909459963 17404874.7405252 7.17386687301497 0.000821951626831184 0.0881933981581485 -0.000946401018663479 0.100184244210676 0.00733992333590822 0.105185939519105 3.62364032824478 2144.022 0.848
334 0.1 0.3 0.7 0.2 100 5526.78750652265 0.314793270824844 -0.501118846729683 0.732848100054834 0.693735498839907 0.892543647430999 0.0234927889197648 1.04144209292434 0.175188043822034 0.197080291970803 0.018744371810145 0.142306158163084 -0.2601756981895 0.29766444180979 0.959 0.02 0.0522720067661927 0.049 0.0671278970819933 0.142338702089159 -0.211855959012759 0.346111753176745 0.966 0.06 0.0706597590997287 0.056 0.135953959517809 0.142483944727098 -0.143314572147303 0.415222491182922 0.955 0.14 0.166441216942316 0.163 0.11671862142539 0.142428158979902 -0.162440570175217 0.395877813025998 0.956 0.11562943287008 0.128607097487605 0.122 0.0199366659648781 0.142139648499398 -0.258657045093942 0.298530377023699 1 0.00522168072969831 0.117376698669435 0.098 0.994805443585431 0.980686412141608 0.00519455641457063 0.019313587858392 0.410650974444363 0.128685795336074 1.36280898354895 1.64075876056343 1.85925635280601 1.84531615496051 -11.0313376998734 0.733477876576409 -69.3941894389033 13.1004446540234 -108.241058351759 16.6183268962109 -19.0680268817236 0.832390360293813 35.0216410751217 17.7097266709322 -179.87909291208 17.8802239377236 15488821462.8718 4.52769536673881 0.00492047501086324 0.075399309665177 -0.00159900808094705 0.0880303490934447 0.00548577343901644 0.0928910282524289 3.56496285938643 2040.127 0.862
335 0.1 0.3 0.7 0.2 150 9.01213275825808 0.436730097338877 -0.684359139078723 1.02759138441902 0.717314487632509 0.917232854164222 0.0230641768442964 1.55693456049186 0.238841821461026 0.232386961093586 0.0222681852600261 0.115958098832926 -0.205009688452509 0.249546058972561 0.948 0.02 0.0534214850223348 0.06 0.055266089674664 0.115971004796269 -0.172037079726023 0.282569259075351 0.965 0.06 0.0812559501654336 0.074 0.139279284727424 0.116092198265359 -0.0882614238726783 0.366819993327527 0.959 0.14 0.226961976729208 0.203 0.113882924355574 0.116042037217056 -0.113559468589856 0.341325317301004 0.956 0.11562943287008 0.169620496678965 0.155 0.0150668458795425 0.115859554009967 -0.212017879979992 0.242151571739078 1 0.00521290330353774 0.156258486914551 0.159 0.994814130134615 0.985287295635073 0.00518586986538238 0.0147127043649272 0.233316852066124 0.141822521029546 0.697491636903819 1.00467741337557 2.03617669497788 2.26568902382726 -6.78407149310531 0.605936272347663 -55.8581355120584 7.29709153235586 -124.155782547028 17.3634730376373 -2.37981643815867 0.925295868044337 26.6829917589469 7.72069644341229 -72.7860365581799 18.8314910575332 779110495.262326 3.15227446246055 0.000982627955750111 0.061150610931931 -0.000882309519781165 0.0716651818971446 0.00336142019230914 0.0767325594585511 3.8625645775318 2053.697 0.849
336 0.1 0.3 0.7 0.2 200 -0.201334136696653 0.180740975086032 -0.214866618342204 0.493624985056344 0.744533947065593 0.951803430228285 0.0207698621116174 2.07244449897104 0.301741979126418 0.334044823906083 0.0238399726825098 0.100313745682744 -0.172774968855668 0.220454914220688 0.961 0.02 0.0545725000633186 0.054 0.0605892187388768 0.100339101682899 -0.136075420559606 0.25725385803736 0.939 0.06 0.091947958953434 0.092 0.143613232543591 0.100444303042747 -0.0532576014201925 0.340484066507375 0.947 0.14 0.286995778651318 0.305 0.120012933399451 0.100404093995091 -0.0767790908309279 0.316804957629829 0.955 0.11562943287008 0.210913743061516 0.212 0.0130239497670185 0.100252614726073 -0.183471175096084 0.209519074630121 1 0.00520852564702623 0.197306183649396 0.194 0.99481846252381 0.987234729130397 0.00518153747618825 0.0127652708696027 0.123471184059248 0.0926328334245432 0.297988864138995 0.871735859837549 2.53811044083713 1.94514871989924 0.228351443206906 0.272889118463187 -37.7817764435203 6.2745576652952 -101.281744513479 14.7489519748149 -83.782858040171 0.552057306970562 -21.3243081291698 6.88669586133176 329.068310742623 14.5200404997977 -605.091509500179 0.721795314873252 0.00245907741355212 0.0524155296299821 -0.0036303106877518 0.0628784335202898 0.00281946804303937 0.0670924818646821 3.94027726990481 1736.732 0.869
337 0.1 0.3 0.7 0.2 250 -0.639629086420356 0.197192731686582 -0.920368959123731 -0.14738765488619 0.746878547105562 0.965585499896202 0.0179280811460694 2.58796138382766 0.362879876080569 0.364681295715778 0.0186397175298097 0.0896667825511751 -0.157107176270494 0.194386611330113 0.953 0.02 0.0557250470360124 0.049 0.0650862344419065 0.0896916682553232 -0.110709435338527 0.24088190422234 0.952 0.06 0.102725213998494 0.116 0.145149429902644 0.0897878351035791 -0.030834726900371 0.321133586705659 0.944 0.14 0.345626889964898 0.36 0.120359825646189 0.0897516067581475 -0.0555533235997799 0.296272974892158 0.942 0.11562943287008 0.252107408754017 0.278 0.0117032393467881 0.0896233511243094 -0.163958528856858 0.187365007550435 1 0.00520590258053089 0.239830999385663 0.252 0.994821058484469 0.988506320853721 0.00517894151552883 0.0114936791462791 0.0749663970935921 0.0783362539788236 0.164235205377886 0.654522112242142 0.824686704169895 2.11012559455238 0.985983103114141 0.0906432234026792 -28.0404716383113 3.93219079272507 -84.9360078455143 14.9495267895572 0.982606551658775 0.0905292001966854 -29.447768061496 4.35620237704641 -57.6460009486477 15.7246203622444 -234.740383549721 3.01048697538713 0.000180928658088488 0.0468770653767826 -0.0002054308173768 0.0562297905442278 0.0026166797098669 0.0606010188483796 3.91939756665393 1503.519 0.881
338 0.1 0.3 0.7 0.2 300 0.125019789613258 0.147675382013439 -0.155409748503026 0.423467111796044 0.737986270022883 0.968191048768854 0.0163724850385059 3.10348173028814 0.421506557887271 0.402763018065887 0.020395085050476 0.0818227480492032 -0.139977501125962 0.180767671226914 0.947 0.02 0.0568791152870686 0.061 0.0560442855024137 0.0818389348544771 -0.104360026812362 0.216448597817189 0.943 0.06 0.113577447531515 0.119 0.137867021449753 0.0819198253940368 -0.0226958363225592 0.298429879222065 0.938 0.14 0.402158642884739 0.398 0.112775690608449 0.0818879091409538 -0.0477246113078208 0.273275992524718 0.944 0.11562943287008 0.292878695823283 0.288 0.0102765278653557 0.0817869012847132 -0.150025798652682 0.170578854383394 1 0.00520415533681917 0.283202397808354 0.294 0.994822787680304 0.989880045157334 0.00517721231969727 0.0101199548426656 0.0699937325408838 0.0696893841819354 9.96188652379633 0.479070342360065 2.93558265353101 1.83521935854937 0.986519528919652 0.0820571869238848 -19.0778708060514 2.87897183827075 -101.335506162864 13.3901931669574 0.97962682663449 0.0818112572809016 -20.9839817542989 2.7006256538401 -93.9897223213964 12.4272502363611 -259.04917522788 0.491465202395349 0.00160185391124946 0.0425080169954418 0.00169703278125948 0.0509292767229795 0.002761486105141 0.0556804612909862 3.87674667264787 1655.977 0.874
339 0.1 0.3 0.7 0.2 400 0.138010806386346 0.129357213918237 -0.101462211857021 0.405608748983354 0.797117516629712 0.97674323335897 0.0144410248988338 4.13452760263926 0.52928460949047 0.496774193548387 0.0156216661890264 0.0708215308419815 -0.123188534261257 0.15443186663931 0.949 0.02 0.0591917556025826 0.051 0.0596695024589122 0.0708366943642016 -0.079170418494923 0.198509423412747 0.95 0.06 0.135467526350011 0.119 0.142592798133178 0.0709115652460751 0.00360613025087116 0.281579466015486 0.95 0.14 0.507043038266271 0.512 0.114472127203157 0.0708788686351263 -0.0244504553216904 0.253394709728005 0.962 0.11562943287008 0.37211644862391 0.36 0.00901711645309679 0.0707997719231434 -0.129750436516264 0.147784669422458 1 0.00520197293080749 0.37029272216076 0.357 0.994824947551943 0.991102354520726 0.00517505244805785 0.00889764547927348 0.0781741346019309 0.0617123781227336 0.39589048818988 0.513140455277992 2.33170255172284 1.46310090005054 0.986100661367463 0.0711041887573266 -31.222191412993 2.66659223030957 -67.7452816176221 11.0466636558345 0.992336636766337 0.0714482998315197 -34.8671833413898 3.82772117943871 -68.0930980336982 10.3840081996917 1.06421718440583 0.374110103838197 0.00101327002343804 0.0368628826011855 -0.0015157842592106 0.0441309973703075 0.00263171514266205 0.0486348750408226 3.90797904057988 1283.296 0.902
340 0.1 0.3 0.7 0.2 500 0.134127629558505 0.116622544770514 -0.0816984922068911 0.375453482864343 0.810989010989011 0.980973921242928 0.0131431501656787 5.16557692106634 0.622805329754509 0.574650912996778 0.0177071592006013 0.063325852322683 -0.106411511351857 0.14182582975306 0.956 0.02 0.0615102979483088 0.059 0.0611163936324349 0.0633395343083186 -0.0630290936118695 0.185261880876739 0.951 0.06 0.157543085343617 0.171 0.137565591808393 0.063398994875788 0.0133035618518489 0.261827621764938 0.951 0.14 0.599301312251795 0.591 0.113860092571387 0.0633759237080093 -0.010356717896311 0.238076903039085 0.948 0.11562943287008 0.446990599022699 0.445 0.0080014600551864 0.0633092511879091 -0.116084672273115 0.132087592383488 1 0.00520066436557931 0.454879359938963 0.439 0.994826242610114 0.992087425202329 0.00517375738988766 0.00791257479767149 0.0737236783564379 0.0568072745729048 -9.46734888112393 0.192823541076721 1.86353102801301 1.25301815748927 0.985277164830063 0.0634635578792958 -3.64004147988833 0.635443664943271 -51.8010559846592 8.1481484946573 0.985516780110786 0.0633439762808603 -4.2333344643102 0.595308442516147 -48.4866644034172 8.36284300915351 1.03252056636573 0.321604653792749 0.000073287728147212 0.0328322423970848 -0.000312665302738003 0.0397552188759813 0.0032756649996688 0.0437195875259026 3.94924820155285 907.628 0.91
341 0.1 0.5 0.5 0.2 25 88.6217560540896 0.978254269070658 -0.00609436023791636 3.82859190996418 0.684895833333333 0.751902959896485 0.0425165269107147 0.209775191080552 0.0743583316472903 0.102620087336245 0.0238627241284576 0.290388773276683 -0.545299271493841 0.593024719750756 0.938 0.02 0.0505504299989091 0.065 0.0992536253708315 0.290424980419416 -0.469979336251224 0.668486586992887 0.953 0.1 0.0638669450682624 0.065 0.0935247224700971 0.290498735798005 -0.475852799693993 0.662902244634187 0.946 0.1 0.0638669450682624 0.075 0.111800266490436 0.290644663509501 -0.457863273988186 0.681463806969058 0.942 0.114372553880208 0.0681816805244851 0.081 0.0755618952529555 0.288861937307196 -0.490607501869148 0.641731292375059 0.999 0.00413554718844455 0.0613987157834912 0.069 0.995881485124171 0.932840209365978 0.00411851487582985 0.0671597906340222 1.31238716299434 0.637034247261143 0.0638697204519443 1.52704822123705 0.67165394901809 1.29336349486541 -47.864306018717 6.0472460034425 -111.335914558913 14.7752257155703 -133.960261253909 14.9249668205103 -13.8268798951139 6.05023353179714 -454.852453650105 14.7024623194927 -550.47652916258 11.0867439245471 86005.3887969375 11.6954094161978 0.00520976236072775 0.157314902204471 0.00576390507130082 0.171731139145099 0.017107134112528 0.173722949512192 3.47453838549865 2103.966 0.768
342 0.1 0.5 0.5 0.2 50 -25285049.448577 0.54562740535717 6.55030311932336 8.68912324627953 0.681544028950543 0.822230283223856 0.0337034532983047 0.411005700806455 0.0982536297056478 0.126849894291755 0.0200669189285456 0.202586521063216 -0.377002662355357 0.417136500212448 0.952 0.02 0.0511240184739999 0.054 0.101122259756654 0.202661072835779 -0.296093443001473 0.49833796251478 0.955 0.1 0.0785239877240104 0.067 0.102193766870086 0.202688232686474 -0.295075169195402 0.499462702935574 0.958 0.1 0.0785239877240104 0.089 0.11694579115431 0.202721873624435 -0.280389081149582 0.514280663458201 0.949 0.114372553880208 0.0874706264672261 0.088 0.0365557078550775 0.202060935037032 -0.359483724817506 0.432595140527661 1 0.0040936029816081 0.0741655087423753 0.076 0.995923086284533 0.965602674016606 0.00407691371546793 0.0343973259833944 0.500087902898209 0.524633891964497 1.58702764069437 1.17366773195483 0.814000019526718 1.49921142323796 -11.7662010762055 4.68997054249865 -148.217061353479 11.9980316815429 -113.092154807742 16.5456975346554 -34.820476202031 5.31292730372949 -96.7403004831729 9.67428096959042 -44.6234959151266 12.2043073149658 765303626517850368 3.06168920733843 -0.00274979352653526 0.108200071724684 -0.00272318340579741 0.125327047887687 0.00358849435776469 0.125093648754609 3.57887898821423 2194.214 0.829
343 0.1 0.5 0.5 0.2 75 38.2347017921433 1.84072675158456 -4.58738389150739 2.62813238546292 0.697225572979493 0.886197118670418 0.0295970318033162 0.612351443995585 0.12255968090068 0.151898734177215 0.0181216761741731 0.164695702014109 -0.30468189977348 0.340925252121826 0.941 0.02 0.0516978358855409 0.062 0.0932484283478387 0.164767953562485 -0.229696760634632 0.416193617330309 0.958 0.1 0.0933674566833558 0.093 0.0971655581945075 0.164783757718316 -0.225810606933392 0.420141723322406 0.943 0.1 0.0933674566833558 0.097 0.108670313799215 0.164802615497036 -0.214342812574974 0.431683440173405 0.95 0.114372553880208 0.10705046189865 0.104 0.0251955053463431 0.164410429942402 -0.297048937340765 0.347439948033451 1 0.00407981001481872 0.0875057400472585 0.081 0.995936767203039 0.975838823164587 0.00406323279695965 0.0241611768354127 0.302585663148819 0.188741861915653 1.34142104544429 1.80015356997885 1.09362034616613 1.22142775580094 -4.39564606599812 0.924651812367632 -112.528760321994 17.9928798359785 -108.210943521392 11.5900139936476 -7.36088884331972 1.02448357523586 -33.6021593242084 18.3174859894285 -513.653832956983 9.69943141994058 1032.17199222105 6.42415341433399 -0.000739297392017513 0.0865116305278705 0.0071798195161738 0.103840401907079 0.00790885956853548 0.103195560110944 3.76256396176063 2287.084 0.829
344 0.1 0.5 0.5 0.2 100 2857203.79358916 0.362373103395885 -0.746008958346304 0.674467504897581 0.7262313860252 0.915136661898909 0.0261398741737759 0.813725124351317 0.147155914721706 0.178197064989518 0.0172121360642975 0.142309963080382 -0.261715391573252 0.296139663701847 0.96 0.02 0.0522720067661927 0.045 0.0960042680217714 0.142405144105281 -0.183109814424579 0.375118350468122 0.941 0.1 0.108371840292858 0.114 0.102034837824265 0.142396580379389 -0.177062459719336 0.381132135367867 0.957 0.1 0.108371840292858 0.102 0.111703394474027 0.142421103003133 -0.167441967412114 0.390848756360167 0.95 0.114372553880208 0.126863508208672 0.115 0.0191460462174485 0.142139215414195 -0.259446815994374 0.297738908429271 1 0.00407294832826821 0.101381310124527 0.095 0.995943573288127 0.981431628184461 0.00405642671187262 0.0185683718155391 0.161358592379235 0.134856711425776 1.31551041630711 0.66644816809371 0.894973077784388 1.47716083858466 -1.67126022657481 0.965007441060872 -85.4146676614256 4.41760538486174 -92.2131337437811 11.79866566654 -18.3928633073373 0.816852886441934 65.6684858171005 3.74640331556591 -65.3327303497162 12.7567995857917 -42334012624830200 2.75716005209647 0.00456740864032578 0.0739817935080086 0.00134989961831946 0.090681318718857 0.00234660577037285 0.0913954927499468 3.70207636829222 1861.715 0.873
345 0.1 0.5 0.5 0.2 150 -0.152513605927672 0.211584951105279 -0.302825169697284 0.526572597976744 0.730987514188422 0.958622154990698 0.0208315600279479 1.21650004796761 0.196814709582163 0.237945492662474 0.0191746010965489 0.115954595514401 -0.208096406111677 0.246445608304774 0.962 0.02 0.0534214850223348 0.048 0.0969071021203258 0.116027065483213 -0.130505946226772 0.324320150467423 0.944 0.1 0.138757674668627 0.147 0.106365711347573 0.116033515005564 -0.121059978063332 0.333791400758479 0.95 0.1 0.138757674668627 0.15 0.115289289114709 0.116049539152387 -0.11216780762397 0.342746385853388 0.954 0.114372553880208 0.166964527233172 0.153 0.0143798344504001 0.115859341692651 -0.212704475267196 0.241464144167996 1 0.0040661096838166 0.130560499715965 0.135 0.995950356610386 0.985946326494062 0.00404964338961196 0.0140536735059383 0.0922275077096142 0.0972422297413955 18.9209807662719 1.72914586315504 1.47553864417354 1.28429442694632 0.831053817706163 0.203760960177513 -78.1897395815447 13.9768219305193 -70.2638408621996 10.0221248807949 1.07783072154912 0.210078852655774 83.1924080297648 16.1476504280988 189.39509079462 10.6620225145384 -1245.11463620579 0.699690942904471 0.00169848227987139 0.0599720384096017 0.00620561645905867 0.0753161233349964 0.000813977840334622 0.0750894877531682 3.73153226379428 1670.568 0.881
346 0.1 0.5 0.5 0.2 200 0.111957555054487 0.159292118912392 -0.18460831455626 0.43980531762246 0.758266818700114 0.97384123057313 0.0163475896166656 1.61928863782794 0.246512813601437 0.288441145281018 0.0259332769018103 0.100316460333927 -0.170686985352687 0.222553539156308 0.954 0.02 0.0545725000633186 0.057 0.0980614823082626 0.100372414559119 -0.0986684502276101 0.294791414844135 0.951 0.1 0.169480924651985 0.167 0.100098209509583 0.100378246411145 -0.0966431534562616 0.296839572475428 0.943 0.1 0.169480924651985 0.164 0.116314310117096 0.100400078109726 -0.0804698429779657 0.313098463212159 0.942 0.114372553880208 0.207358614833298 0.208 0.0114985558825485 0.100252255020152 -0.18499586395695 0.207992975722047 1 0.0040626989661352 0.161347064417448 0.163 0.995953739771113 0.988705156220359 0.00404626022888547 0.0112948437796414 0.0868880411285211 0.0837596650163148 0.902193833496827 1.01612371368597 -72.0983232020402 0.936563874450248 0.84641890515758 0.27065865016618 -75.7034176405782 7.17300807595686 -84.9283082706822 6.19921214128101 1.14830968168052 0.238025691494217 -78.397618945 8.60754404763162 -85.3938990199457 5.56323335794716 1.10723413089748 0.510488133806689 -0.000709904215281064 0.0517190439510872 0.00368516026626458 0.0653124647662139 0.0015006531520435 0.065513987051474 3.55960125097905 1602.007 0.877
347 0.1 0.5 0.5 0.2 250 0.113700026871107 0.144826965255222 -0.158011564725465 0.409699707055474 0.764444444444444 0.974133526838559 0.0175633889215279 2.02208266139647 0.295660642628774 0.286480686695279 0.0198995203376787 0.0896675018695818 -0.155848783326702 0.195647824002059 0.958 0.02 0.0557250470360124 0.052 0.100472541729183 0.0897247022326291 -0.0753878746467702 0.276332958105136 0.943 0.1 0.200360415535489 0.199 0.093697195723885 0.0897145795983557 -0.0821433802888922 0.269537771736662 0.957 0.1 0.200360415535489 0.169 0.111130385605268 0.0897331156843502 -0.0647465211360588 0.287007292346594 0.964 0.114372553880208 0.247686262162671 0.23 0.00981164205214675 0.0896230041268618 -0.165849446036502 0.185472730140796 1 0.00406065528067168 0.193396074832439 0.19 0.995955766955596 0.990338395270373 0.00404423304440206 0.00966160472962698 0.0751205278100533 0.0677401542069971 1.60531810432011 0.947496674324964 0.410615622782726 1.06054105062171 0.989415979099903 0.0898875304042339 -64.6359991665047 6.65165828084776 -33.5799239068212 7.30083703559255 0.9866963923207 0.0896302072809482 -61.5667380414868 6.64362875699019 -1.90719182326361 8.77285670138722 -151.535487320492 0.433633085020026 0.00311446800535982 0.0462192605174901 0.00253983904381134 0.0591648834159424 0.00903934331429339 0.0585796743969967 3.84163918288679 1321.633 0.9
